canonical_source_id,source_type,volume_count,occurrences,administrations,item_kinds,path_text,volumes
bulletin-1948-1949-1968-1972-1975-1980-1981-1982-1983-1984-1-6d35ea70,published,1,1,reagan,source,"_____. Bulletin, 1948, 1949, 1968, 1972, 1975, 1980, 1981, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989. Washington: Government Printing Office.",frus1981-88v01
bureau-of-public-affairs-democracy-in-latin-america-and-the-92c68fea,published,1,1,reagan,source,"_____. Bureau of Public Affairs. Democracy in Latin America and the Caribbean: The Promise and the Challenge. Special Report No. 158. March 1987. Washington: Government Printing Office, 1987.",frus1981-88v01
committee-on-armed-services-department-of-defense-authorizat-c93106d5,published,1,1,reagan,source,"_____. Committee on Armed Services. Department of Defense Authorization for Appropriations for Fiscal Year 1982: Hearings Before the Committee on Armed Services United States Senate Ninety-Seventh Congress First Session on S. 815, Part I Posture Statement Secretary of Defense Caspar Weinberger, General David C. Jones, Chairman of the Joint Chiefs of Staff, Budget Amendments, January 28, March 4, 1981. Washington: Government Printing Office, 1981.",frus1981-88v01
committee-on-foreign-affairs-foreign-assistance-legislation-fd631c8e,published,1,1,reagan,source,"_____. Committee on Foreign Affairs. Foreign Assistance Legislation For Fiscal Year 1982 (Part 1), Hearings Before the Committee on Foreign Affairs, House of Representatives, Ninety-Seventh Congress, First Session, March 13, 18, 19, and 28, 1981. Washington: Government Printing Office, 1981.",frus1981-88v01
committee-on-foreign-affairs-the-foreign-policy-implications-cb1d9dba,published,1,1,reagan,source,"_____. Committee on Foreign Affairs. The Foreign Policy Implications of Arms Sales to Iran and the Contra Connection: Hearings Before the Committee on Foreign Affairs, House of Representatives, Ninety-Ninth Congress, Second Session, November 24; December 8, 9, 1986. Washington: Government Printing Office, 1986.",frus1981-88v01
committee-on-foreign-affairs-united-nations-conference-on-ne-99c5d5d0,published,1,1,reagan,source,"_____. Committee on Foreign Affairs. United Nations Conference on New and Renewable Sources of Energy (UNCNRSE) and U.S. Delegate Participation, Report Submitted to the Committee on Foreign Affairs, U.S. House of Representatives, March 29, 1982 Committee Print, 97th Congress, 2d Session. Washington: Government Printing Office, 1982.",frus1981-88v01
committee-on-foreign-relations-arms-sales-package-to-saudi-a-11f01e93,published,1,1,reagan,source,"_____. Committee on Foreign Relations. Arms Sales Package to Saudi Arabia: Hearings Before the Committee on Foreign Relations, United States Senate, Ninety-Seventh Congress, First Session, on The AWACS and F-15 Enhancements Arms Sales Package to Saudi Arabia, Part 1, October 1, 5, 6, 14, and 15, 1981. Washington: Government Printing Office, 1981.",frus1981-88v01
committee-on-foreign-relations-commitments-consensus-and-u-s-1f2d2593,published,1,1,reagan,source,"_____. Committee on Foreign Relations. Commitments, Consensus and U.S. Foreign Policy: Hearings Before the Committee on Foreign Relations, United States Senate, Ninety-Ninth Congress, First Session, January 31, February 4, 5, 6, 7, 20, 25, 26, October 31, November 7 and 12, 1985. Washington: Government Printing Office, 1986.",frus1981-88v01
committee-on-foreign-relations-nomination-of-alexander-m-hai-c439c35d,published,1,1,reagan,source,"_____. Committee on Foreign Relations. Nomination of Alexander M. Haig, Jr., Hearings Before the Committee on Foreign Relations, United States Senate, Ninety-Seventh Congress, First Session, on the Nomination of Alexander M. Haig, Jr., to be Secretary of State, January 9, 10, 12, 13, 14, 15, 1981. Washington: Government Printing Office, 1981.",frus1981-88v01
committee-on-foreign-relations-nomination-of-george-p-shultz-ee6c7c01,published,1,1,reagan,source,"_____. Committee on Foreign Relations. Nomination of George P. Shultz: Hearings Before the Committee on Foreign Relations, United States Senate, Ninety-Seventh Congress, Second Session on the Nomination of George P. Shultz, of California, to be Secretary of State, July 13 and 14, 1982. Washington: Government Printing Office, 1982.",frus1981-88v01
committee-on-foreign-relations-nomination-of-justice-william-c2fbe5fc,published,1,1,reagan,source,"_____. Committee on Foreign Relations. Nomination of Justice William Patrick Clark, Hearings Before the Committee on Foreign Relations, United States Senate, Ninety-Seventh Congress, First Session, on Nomination of Justice William Patrick Clark, of California, to be Deputy Secretary of State, February 2 and 3, 1981. Washington: Government Printing Office, 1981.",frus1981-88v01
committee-on-foreign-relations-nuclear-arms-reduction-propos-026ca02f,published,1,1,reagan,source,"_____. Committee on Foreign Relations. Nuclear Arms Reduction Proposals: Hearings Before the Committee on Foreign Relations, United States Senate, Ninety-Seventh Congress, Second Session on S.J. Res 163, 171, 191; S. Res. 242, 323, 343, 370, 391; S. Ex. Res. 5, 6; and S. Con. Res. 81, April 29, 30, May 11, 12, and 13, 1982. Washington: Government Printing Office, 1982.",frus1981-88v01
committee-on-foreign-relations-persian-gulf-situation-hearin-9b07ad50,published,1,1,reagan,source,"_____. Committee on Foreign Relations. Persian Gulf Situation: Hearing Before the Committee on Foreign Relations, United States Senate, Ninety-Seventh Congress, First Session, September 17, 1981. Washington: Government Printing Office, 1981.",frus1981-88v01
committee-on-foreign-relations-report-of-the-u-s-official-ob-91231040,published,1,1,reagan,source,"_____. Committee on Foreign Relations. Report of the U.S. Official Observer Mission to the El Salvador Constituent Assembly Elections of March 28, 1982, A Report to the Committee on Foreign Relations, United States Senate, by Senator Nancy L. Kassebaum, November 1982. Washington: Government Printing Office, 1982.",frus1981-88v01
committee-on-foreign-relations-united-states-soviet-relation-b4940140,published,1,1,reagan,source,"_____. Committee on Foreign Relations. United States-Soviet Relations: Hearings Before the Committee on Foreign Relations, United States Senate, Ninety-Eighth Congress, First Session, June 15 and 16, 1983, Part 1. Washington: Government Printing Office, 1983.",frus1981-88v01
committee-on-house-administration-the-presidential-campaign-31f023b0,published,1,1,reagan,source,"_____. Committee on House Administration. The Presidential Campaign, 1976. Volume 1, Part 1, Jimmy Carter. Washington: Government Printing Office, 1978.",frus1981-88v01
joint-economic-committee-international-economic-policy-heari-d0902dde,published,1,1,reagan,source,"_____. Joint Economic Committee. International Economic Policy: Hearing Before the Joint Economic Committee, Congress of the United States, Ninety-Seventh Congress, First Session, May 4, 1981. Washington: Government Printing Office, 1981.",frus1981-88v01
newsletter-1977-1980-94ddf14d,published,1,1,carter,source,"_____. Newsletter, 1977-1980.",frus1977-80v28
office-of-public-diplomacy-for-latin-america-and-the-caribbe-87dee9e1,published,1,1,reagan,source,"_____. Office of Public Diplomacy for Latin America and the Caribbean. Negotiations in Central America (Revised Edition), 1981-1987. Washington: Government Printing Office, October 1987.",frus1981-88v01
public-papers-of-the-presidents-of-the-united-states-dwight-cba69360,published,1,1,reagan,source,"_____. Public Papers of the Presidents of the United States: Dwight D. Eisenhower, 1955, 1957. Washington: Government Printing Office, 1959, 1958.",frus1981-88v01
public-papers-of-the-presidents-of-the-united-states-gerald-36c413b7,published,1,1,reagan,source,"_____. Public Papers of the Presidents of the United States: Gerald R. Ford, 1976 - 1977. Washington: Government Printing Office, 1979.",frus1981-88v01
public-papers-of-the-presidents-of-the-united-states-jimmy-c-99eb6bc6,published,1,1,reagan,source,"_____. Public Papers of the Presidents of the United States: Jimmy Carter, 1977 - 1981. Washington: Government Printing Office, 1977-1982.",frus1981-88v01
public-papers-of-the-presidents-of-the-united-states-john-f-aa0df354,published,1,1,reagan,source,"_____. Public Papers of the Presidents of the United States: John F. Kennedy. 1961, 1962, 1963. Washington: Government Printing Office, 1962, 1963, 1964.",frus1981-88v01
public-papers-of-the-presidents-of-the-united-states-richard-682996aa,published,1,1,reagan,source,"_____. Public Papers of the Presidents of the United States: Richard M. Nixon, 1969, 1972. Washington: Government Printing Office, 1970, 1974.",frus1981-88v01
public-papers-of-the-presidents-of-the-united-states-ronald-9853bb4e,published,1,1,reagan,source,"_____. Public Papers of the Presidents of the United States: Ronald W. Reagan, 1981 - 1988. Washington: Government Printing Office, 1982-1991.",frus1981-88v01
public-papers-of-the-presidents-of-the-united-states-ronald-b477a199,published,1,1,reagan,source,"_____. Public Papers of the Presidents of the United States: Ronald W. Reagan, 1981-1988. Washington: Government Printing Office, 1982-1991.",frus1981-88v44p1
public-statements-of-caspar-w-weinberger-secretary-of-defens-5b6f2357,published,1,1,reagan,source,"_____. Public Statements of Caspar W. Weinberger, Secretary of Defense, 1984, vol. IV. Washington: Historical Office, Office of Secretary of Defense, 1985.",frus1981-88v01
report-96-1054-military-implications-of-the-proposed-salt-ii-699a130d,published,1,1,reagan,source,"_____. Report 96-1054. Military Implications of the Proposed SALT II Treaty Relating to the National Defense: Report of the Hearings on the Military Aspects and Implications of the Proposed SALT II Treaty (Executive Y, 96 - 1), Based Upon Hearings Held Before the Committee in Accordance With its Responsibilities Under Rule XXV (c) of the Standing Rules of the Senate together with Additional Views, 96th Cong., 2d sess., December 4, 1980. Washington: Government Printing Office, 1980.",frus1981-88v01
resolutions-and-decisions-adopted-by-the-general-assembly-du-733d970e,published,1,1,reagan,source,"_____. Resolutions and Decisions adopted by the General Assembly during its Thirteenth Special Session, 27 May-1 June 1986. General Assembly, Official Records: Thirteenth Special Session, Supplement No. 2 (A/S-13/16). New York: United Nations, 1986.",frus1981-88v01
select-committee-on-intelligence-nomination-of-william-j-cas-2a67b318,published,1,1,reagan,source,"_____. Select Committee on Intelligence. Nomination of William J. Casey: Hearing Before the Select Committee on Intelligence of the United States Senate, Ninety-Seventh Congress, First Session, on Nomination of William J. Casey, to be Director of Central Intelligence, Tuesday, January 13, 1981. Washington: Government Printing Office, 1981.",frus1981-88v01
subcommittee-on-africa-committee-on-foreign-affairs-economic-f7e81ec3,published,1,1,reagan,source,"_____. Subcommittee on Africa. Committee on Foreign Affairs. Economic Policy Initiative for Africa: Hearing Before the Subcommittee on Africa of the Committee on Foreign Affairs, House of Representatives, Ninety-Eight Congress, Second Session, Tuesday, February 7, 1984. Washington: Government Printing Office, 1984.",frus1981-88v01
subcommittee-on-europe-and-the-middle-east-committee-on-fore-aa281ab2,published,1,1,reagan,source,"_____. Subcommittee on Europe and the Middle East. Committee on Foreign Affairs. Developments in the Middle East, April 1985: Hearing Before the Subcommittee on Europe and the Middle East of the Committee on Foreign Affairs, House of Representatives, Ninety-Ninth Congress, First Session, April 4, 1985. Washington: Government Printing Office, 1985.",frus1981-88v01
subcommittee-on-foreign-operations-and-related-agencies-comm-94c2f308,published,1,1,reagan,source,"_____. Subcommittee on Foreign Operations and Related Agencies. Committee on Appropriations. Foreign Assistance and Related Programs Appropriations for 1983: Hearings Before a Subcommittee of the Committee on Appropriations, House of Representatives, Ninety-Seventh Congress, Second Session, Subcommittee on Foreign Operations and Related Agencies, Part 1. Washington: Government Printing Office, 1982.",frus1981-88v01
subcommittee-on-western-hemisphere-affairs-committee-on-fore-99f08c44,published,1,1,reagan,source,"_____. Subcommittee on Western Hemisphere Affairs. Committee on Foreign Affairs. U.S. Policy on Latin America-1985: Hearing Before the Subcommittee on Western Hemisphere Affairs of the Committee of Foreign Affairs, House of Representatives, Ninety-Ninth Congress, First Session, January 29, 1985. Washington: Government Printing Office, 1985.",frus1981-88v01
treaty-document-98-30-tax-agreement-with-the-people-s-republ-125935e2,published,1,1,reagan,source,"_____. Treaty Document 98-30. Tax Agreement With the People’s Republic of China: Message From the President of the United States Transmitting the Agreement Between the Government of the United States of America and the Government of the People’s Republic of China for the Avoidance of Double Taxation and the Prevention of Tax Evasion With Respect to Taxes on Income, Together With a Supplementary Protocol and Exchange of Notes, Signed at Beijing on April 30, 1984, 98th Cong., 2d sess. Washington: Government Printing Office, 1984.",frus1981-88v01
